user_id,experiment_group,exposure_time
1152,Control,2025-02-17
1153,Control,2025-02-24
1154,Control,2025-01-09
1155,Control,2025-03-18
1156,Control,2025-01-14
1157,Control,2025-01-26
1158,Control,2025-02-21
1159,Control,2025-03-26
1160,Test,2025-02-13
1161,Control,2025-03-25
1162,Test,2025-01-11
1163,Control,2025-02-20
1164,Test,2025-02-11
1165,Test,2025-03-03
1166,Test,2025-02-04
1167,Test,2025-03-05
1168,Control,2025-01-18
1169,Control,2025-01-14
1170,Test,2025-02-18
1171,Control,2025-03-10
1172,Control,2025-01-17
1173,Control,2025-01-21
1174,Control,2025-01-14
1175,Test,2025-01-03
1176,Control,2025-01-31
1177,Control,2025-03-30
1178,Test,2025-02-16
1179,Control,2025-02-13
1180,Control,2025-01-17
1181,Test,2025-03-31
1182,Control,2025-03-22
1183,Test,2025-02-25
1184,Control,2025-03-24
1185,Control,2025-01-27
1186,Control,2025-03-12
1187,Test,2025-03-31
1188,Test,2025-03-10
1189,Test,2025-01-02
1190,Test,2025-03-21
1191,Control,2025-03-03
1192,Test,2025-03-16
1193,Test,2025-03-28
1194,Control,2025-01-06
1195,Test,2025-03-06
1196,Test,2025-01-18
1197,Test,2025-02-24
1198,Control,2025-03-08
1199,Test,2025-02-26
1200,Control,2025-01-19
1201,Test,2025-03-15
1202,Control,2025-03-25
1203,Test,2025-01-11
1204,Control,2025-03-25
1205,Test,2025-02-24
1206,Control,2025-02-06
1207,Test,2025-03-27
1208,Test,2025-01-04
1209,Test,2025-01-13
1210,Control,2025-03-11
1211,Control,2025-02-27
1212,Control,2025-01-02
1213,Control,2025-03-01
1214,Test,2025-03-30
1215,Test,2025-02-01
1216,Control,2025-03-04
1217,Control,2025-03-01
1218,Test,2025-01-26
1219,Control,2025-03-31
1220,Control,2025-01-22
1221,Control,2025-03-15
1222,Control,2025-03-28
1223,Control,2025-01-04
1224,Test,2025-01-16
1225,Control,2025-03-04
1226,Test,2025-02-11
1227,Test,2025-02-02
1228,Test,2025-01-13
1229,Control,2025-02-15
1230,Control,2025-01-13
1231,Control,2025-02-02
1232,Test,2025-01-14
1233,Test,2025-01-08
1234,Test,2025-03-31
1235,Control,2025-03-27
1236,Control,2025-02-15
1237,Control,2025-01-01
1238,Control,2025-02-28
1239,Control,2025-03-01
1240,Test,2025-02-18
1241,Control,2025-03-21
1242,Test,2025-03-02
1243,Control,2025-01-23
1244,Control,2025-01-05
1245,Test,2025-03-26
1246,Control,2025-02-19
1247,Test,2025-02-05
1248,Test,2025-01-20
1249,Test,2025-02-12
1250,Test,2025-01-08
1251,Control,2025-03-31
1252,Control,2025-02-10
1253,Test,2025-01-25
1254,Control,2025-01-07
1255,Control,2025-03-27
1256,Control,2025-03-02
1257,Control,2025-02-02
1258,Test,2025-03-10
1259,Control,2025-02-07
1260,Control,2025-01-12
1261,Control,2025-02-13
1262,Control,2025-02-22
1263,Test,2025-01-14
1264,Test,2025-03-12
1265,Control,2025-02-21
1266,Control,2025-02-21
1267,Control,2025-02-15
1268,Control,2025-03-21
1269,Test,2025-02-10
1270,Control,2025-01-02
1271,Control,2025-02-18
1272,Test,2025-03-19
1273,Test,2025-01-28
1274,Test,2025-02-01
1275,Test,2025-03-17
1276,Control,2025-03-18
1277,Control,2025-01-22
1278,Test,2025-02-11
1279,Control,2025-01-29
1280,Control,2025-03-20
1281,Test,2025-03-09
1282,Test,2025-02-02
1283,Control,2025-02-15
1284,Control,2025-01-09
1285,Test,2025-02-07
1286,Control,2025-03-21
1287,Control,2025-01-26
1288,Test,2025-02-12
1289,Control,2025-02-22
1290,Control,2025-01-27
1291,Control,2025-01-11
1292,Test,2025-01-26
1293,Test,2025-03-19
1294,Test,2025-02-26
1295,Control,2025-01-01
1296,Test,2025-01-11
1297,Test,2025-01-30
1298,Control,2025-03-29
1299,Control,2025-01-04
1300,Test,2025-03-27
1301,Test,2025-03-13
1302,Test,2025-03-21
1303,Control,2025-02-02
1304,Test,2025-02-02
1305,Control,2025-03-15
1306,Control,2025-03-07
1307,Test,2025-01-04
1308,Test,2025-03-28
1309,Test,2025-02-20
1310,Test,2025-01-27
1311,Test,2025-02-02
1312,Control,2025-03-25
1313,Test,2025-03-18
1314,Test,2025-03-16
1315,Control,2025-03-24
1316,Control,2025-02-01
1317,Control,2025-03-08
1318,Test,2025-03-18
1319,Test,2025-01-28
1320,Test,2025-03-27
1321,Control,2025-02-26
1322,Test,2025-01-19
1323,Test,2025-01-31
1324,Control,2025-03-25
1325,Test,2025-02-22
1326,Test,2025-03-29
1327,Test,2025-02-01
1328,Test,2025-01-09
1329,Test,2025-02-20
1330,Control,2025-03-24
1331,Control,2025-01-23
1332,Test,2025-01-25
1333,Control,2025-02-15
1334,Control,2025-02-13
1335,Control,2025-03-07
1336,Control,2025-03-08
1337,Test,2025-01-28
1338,Test,2025-03-19
1339,Test,2025-01-24
1340,Test,2025-02-25
1341,Control,2025-02-19
1342,Control,2025-01-03
1343,Test,2025-01-23
1344,Control,2025-02-03
1345,Control,2025-01-09
1346,Test,2025-03-23
1347,Control,2025-02-28
1348,Control,2025-03-07
1349,Control,2025-01-22
1350,Test,2025-02-04
1351,Control,2025-01-31
1352,Control,2025-03-31
1353,Test,2025-03-19
1354,Test,2025-02-17
1355,Test,2025-02-22
1356,Control,2025-03-16
1357,Control,2025-02-01
1358,Control,2025-03-26
1359,Test,2025-03-28
1360,Test,2025-03-29
1361,Control,2025-01-12
1362,Test,2025-03-03
1363,Test,2025-01-03
1364,Test,2025-01-06
1365,Test,2025-01-12
1366,Test,2025-02-22
1367,Test,2025-01-20
1368,Control,2025-01-06
1369,Control,2025-03-25
1370,Test,2025-01-14
1371,Control,2025-02-25
1372,Control,2025-02-10
1373,Test,2025-02-18
1374,Test,2025-03-06
1375,Test,2025-03-25
1376,Test,2025-03-27
1377,Control,2025-01-31
1378,Test,2025-01-28
1379,Test,2025-01-12
1380,Control,2025-01-16
1381,Test,2025-02-04
1382,Test,2025-02-13
1383,Control,2025-03-09
1384,Control,2025-01-10
1385,Control,2025-01-03
1386,Control,2025-01-31
1387,Test,2025-02-21
1388,Test,2025-03-06
1389,Control,2025-01-05
1390,Control,2025-01-05
1391,Test,2025-03-07
1392,Test,2025-01-15
1393,Test,2025-03-06
1394,Test,2025-01-21
1395,Test,2025-03-12
1396,Test,2025-01-11
1397,Control,2025-03-31
1398,Control,2025-02-11
1399,Control,2025-03-07
1400,Control,2025-03-02
1401,Control,2025-03-01
1402,Test,2025-01-14
1403,Control,2025-01-05
1404,Control,2025-01-31
1405,Test,2025-02-17
1406,Control,2025-02-01
1407,Control,2025-02-26
1408,Test,2025-02-03
1409,Control,2025-03-15
1410,Control,2025-01-27
1411,Control,2025-03-23
1412,Test,2025-01-05
1413,Test,2025-01-17
1414,Control,2025-03-16
1415,Test,2025-03-10
1416,Control,2025-02-25
1417,Control,2025-02-07
1418,Test,2025-02-23
1419,Control,2025-02-17
1420,Control,2025-03-26
1421,Control,2025-03-29
1422,Test,2025-03-21
1423,Test,2025-02-18
1424,Test,2025-02-10
1425,Test,2025-01-22
1426,Test,2025-02-26
1427,Test,2025-03-07
1428,Control,2025-01-19
1429,Test,2025-01-02
1430,Test,2025-03-16
1431,Test,2025-02-02
1432,Control,2025-03-14
1433,Control,2025-02-28
1434,Test,2025-03-30
1435,Test,2025-01-06
1436,Test,2025-01-11
1437,Test,2025-01-27
1438,Test,2025-03-13
1439,Control,2025-02-14
1440,Control,2025-01-31
1441,Test,2025-03-04
1442,Test,2025-02-13
1443,Test,2025-02-10
1444,Control,2025-02-16
1445,Test,2025-03-10
1446,Test,2025-03-20
1447,Test,2025-01-02
1448,Control,2025-01-15
1449,Control,2025-01-20
1450,Control,2025-01-03
1451,Control,2025-02-08
1452,Test,2025-03-15
1453,Control,2025-03-31
1454,Test,2025-01-10
1455,Test,2025-02-09
1456,Control,2025-01-13
1457,Test,2025-03-26
1458,Control,2025-02-13
1459,Test,2025-02-01
1460,Control,2025-03-14
1461,Test,2025-01-30
1462,Test,2025-01-01
1463,Test,2025-02-22
1464,Test,2025-03-17
1465,Test,2025-02-13
1466,Control,2025-02-04
1467,Control,2025-03-29
1468,Control,2025-02-09
1469,Test,2025-02-14
1470,Control,2025-03-01
1471,Test,2025-03-04
1472,Test,2025-01-10
1473,Control,2025-02-16
1474,Control,2025-01-24
1475,Test,2025-02-26
1476,Control,2025-01-18
1477,Control,2025-02-26
1478,Control,2025-03-13
1479,Test,2025-02-15
1480,Test,2025-02-12
1481,Control,2025-03-18
1482,Control,2025-01-16
1483,Control,2025-01-14
1484,Control,2025-01-09
1485,Test,2025-03-14
1486,Test,2025-03-10
1487,Test,2025-03-02
1488,Control,2025-01-11
1489,Test,2025-01-19
1490,Control,2025-03-05
1491,Test,2025-02-07
1492,Test,2025-01-10
1493,Control,2025-01-16
1494,Control,2025-03-10
1495,Test,2025-03-23
1496,Control,2025-02-11
1497,Test,2025-02-13
1498,Test,2025-02-22
1499,Control,2025-02-04
1500,Test,2025-02-05
1501,Test,2025-01-22
1502,Test,2025-01-24
1503,Control,2025-03-17
1504,Test,2025-01-12
1505,Control,2025-02-04
1506,Control,2025-02-19
1507,Control,2025-03-24
1508,Test,2025-03-19
1509,Control,2025-03-28
1510,Test,2025-02-09
1511,Test,2025-01-22
1512,Test,2025-02-16
1513,Test,2025-03-16
1514,Test,2025-03-07
1515,Test,2025-01-10
1516,Test,2025-02-12
1517,Test,2025-03-10
1518,Control,2025-03-26
1519,Control,2025-01-25
1520,Test,2025-02-16
1521,Test,2025-01-07
1522,Test,2025-01-28
1523,Test,2025-03-21
1524,Test,2025-02-14
1525,Control,2025-03-08
1526,Control,2025-03-24
1527,Control,2025-01-12
1528,Test,2025-03-24
1529,Control,2025-01-11
1530,Test,2025-01-03
1531,Control,2025-03-02
1532,Control,2025-03-07
1533,Test,2025-02-25
1534,Test,2025-01-26
1535,Control,2025-03-27
1536,Control,2025-03-22
1537,Control,2025-02-03
1538,Test,2025-02-24
1539,Control,2025-03-20
1540,Test,2025-03-17
1541,Control,2025-01-16
1542,Test,2025-03-21
1543,Control,2025-02-08
1544,Control,2025-01-06
1545,Control,2025-03-13
1546,Test,2025-02-21
1547,Test,2025-01-25
1548,Test,2025-02-25
1549,Test,2025-03-24
1550,Test,2025-01-19
1551,Test,2025-03-17
1552,Test,2025-03-14
1553,Test,2025-01-27
1554,Test,2025-01-05
1555,Control,2025-01-26
1556,Control,2025-01-30
1557,Test,2025-03-19
1558,Test,2025-02-04
1559,Control,2025-03-16
1560,Control,2025-02-22
1561,Control,2025-03-09
1562,Test,2025-02-02
1563,Control,2025-03-11
1564,Test,2025-01-28
1565,Test,2025-03-15
1566,Control,2025-02-05
1567,Test,2025-02-18
1568,Test,2025-03-31
1569,Control,2025-03-27
1570,Control,2025-02-22
1571,Control,2025-03-10
1572,Control,2025-01-02
1573,Test,2025-03-21
1574,Control,2025-03-12
1575,Test,2025-03-05
1576,Control,2025-01-21
1577,Test,2025-02-04
1578,Control,2025-02-15
1579,Test,2025-03-27
1580,Control,2025-02-17
1581,Control,2025-01-22
1582,Control,2025-01-06
1583,Control,2025-02-02
1584,Control,2025-02-08
1585,Test,2025-02-12
1586,Control,2025-01-25
1587,Test,2025-01-18
1588,Test,2025-02-10
1589,Test,2025-02-04
1590,Test,2025-01-24
1591,Test,2025-02-24
1592,Control,2025-02-09
1593,Control,2025-03-28
1594,Test,2025-01-29
1595,Test,2025-01-10
1596,Control,2025-03-20
1597,Test,2025-01-10
1598,Control,2025-03-31
1599,Control,2025-03-05
1600,Test,2025-01-29
1601,Control,2025-01-18
1602,Control,2025-01-02
1603,Control,2025-01-25
1604,Control,2025-03-26
1605,Control,2025-02-20
1606,Control,2025-01-22
1607,Control,2025-01-09
1608,Control,2025-03-30
1609,Control,2025-03-30
1610,Control,2025-03-15
1611,Control,2025-01-04
1612,Test,2025-01-21
1613,Test,2025-01-30
1614,Test,2025-02-02
1615,Test,2025-02-12
1616,Control,2025-03-31
1617,Test,2025-01-02
1618,Control,2025-03-28
1619,Control,2025-01-31
1620,Control,2025-01-04
1621,Test,2025-02-16
1622,Test,2025-03-25
1623,Test,2025-03-30
1624,Control,2025-02-14
1625,Test,2025-03-06
1626,Control,2025-03-07
1627,Test,2025-01-06
1628,Test,2025-01-07
1629,Test,2025-02-20
1630,Control,2025-03-09
1631,Test,2025-01-18
1632,Control,2025-02-10
1633,Control,2025-03-10
1634,Test,2025-01-25
1635,Control,2025-02-25
1636,Control,2025-01-01
1637,Test,2025-02-24
1638,Test,2025-01-03
1639,Control,2025-02-23
1640,Control,2025-03-22
1641,Test,2025-02-01
1642,Control,2025-03-29
1643,Test,2025-01-02
1644,Test,2025-03-06
1645,Test,2025-01-08
1646,Control,2025-02-27
1647,Control,2025-02-22
1648,Test,2025-02-13
1649,Test,2025-03-14
1650,Test,2025-01-28
1651,Control,2025-01-19
1652,Control,2025-02-25
1653,Control,2025-01-20
1654,Test,2025-03-12
1655,Test,2025-02-25
1656,Control,2025-02-04
1657,Test,2025-01-19
1658,Test,2025-03-22
1659,Test,2025-03-04
1660,Control,2025-03-23
1661,Control,2025-01-07
1662,Control,2025-01-27
1663,Test,2025-02-08
1664,Test,2025-01-30
1665,Test,2025-01-23
1666,Control,2025-03-25
1667,Test,2025-01-23
1668,Control,2025-03-31
1669,Test,2025-02-16
1670,Control,2025-03-19
1671,Control,2025-02-17
1672,Control,2025-03-04
1673,Control,2025-01-09
1674,Control,2025-01-23
1675,Control,2025-03-04
1676,Control,2025-03-15
1677,Control,2025-02-16
1678,Test,2025-03-28
1679,Control,2025-03-15
1680,Test,2025-03-07
1681,Test,2025-02-06
1682,Control,2025-02-07
1683,Control,2025-01-01
1684,Control,2025-02-17
1685,Test,2025-03-23
1686,Test,2025-02-04
1687,Control,2025-03-12
1688,Control,2025-03-27
1689,Test,2025-02-22
1690,Control,2025-01-25
1691,Test,2025-02-11
1692,Control,2025-01-23
1693,Control,2025-01-09
1694,Control,2025-01-27
1695,Test,2025-03-16
1696,Control,2025-02-20
1697,Control,2025-02-26
1698,Control,2025-03-23
1699,Control,2025-02-05
1700,Test,2025-02-03
1701,Control,2025-01-13
1702,Test,2025-02-24
1703,Control,2025-02-15
1704,Control,2025-02-21
1705,Test,2025-01-28
1706,Test,2025-03-27
1707,Test,2025-03-29
1708,Control,2025-01-30
1709,Test,2025-02-14
1710,Control,2025-02-07
1711,Control,2025-01-20
1712,Control,2025-03-11
1713,Control,2025-02-16
1714,Test,2025-02-28
1715,Control,2025-03-20
1716,Test,2025-03-20
1717,Control,2025-01-14
1718,Test,2025-02-11
1719,Test,2025-03-02
1720,Test,2025-02-28
1721,Control,2025-01-08
1722,Test,2025-02-26
1723,Test,2025-01-22
1724,Test,2025-03-25
1725,Test,2025-03-29
1726,Test,2025-01-21
1727,Test,2025-01-28
1728,Test,2025-02-18
1729,Test,2025-01-23
1730,Test,2025-03-29
1731,Test,2025-02-23
1732,Test,2025-01-23
1733,Control,2025-03-09
1734,Test,2025-02-15
1735,Control,2025-03-09
1736,Control,2025-01-28
1737,Control,2025-02-19
1738,Control,2025-03-24
1739,Test,2025-03-04
1740,Control,2025-01-10
1741,Test,2025-03-30
1742,Control,2025-02-06
1743,Test,2025-01-13
1744,Test,2025-03-11
1745,Control,2025-01-30
1746,Control,2025-03-28
1747,Control,2025-03-21
1748,Control,2025-03-13
1749,Control,2025-03-21
1750,Test,2025-01-11
1751,Test,2025-01-01
1752,Control,2025-03-27
1753,Test,2025-01-18
1754,Control,2025-01-11
1755,Control,2025-03-25
1756,Test,2025-01-10
1757,Control,2025-02-17
1758,Control,2025-03-02
1759,Control,2025-01-10
1760,Test,2025-03-01
1761,Test,2025-01-22
1762,Test,2025-03-16
1763,Test,2025-01-09
1764,Test,2025-01-15
1765,Control,2025-03-24
1766,Test,2025-02-06
1767,Test,2025-03-11
1768,Control,2025-02-13
1769,Control,2025-03-10
1770,Test,2025-01-03
1771,Control,2025-01-10
1772,Test,2025-03-18
1773,Control,2025-01-04
1774,Test,2025-02-25
1775,Control,2025-02-09
1776,Test,2025-02-02
1777,Test,2025-02-02
1778,Control,2025-03-01
1779,Control,2025-01-21
1780,Control,2025-03-10
1781,Test,2025-02-14
1782,Test,2025-02-26
1783,Test,2025-03-18
1784,Control,2025-02-09
1785,Test,2025-03-22
1786,Test,2025-03-05
1787,Test,2025-01-10
1788,Control,2025-03-15
1789,Test,2025-03-07
1790,Test,2025-03-26
1791,Test,2025-03-06
1792,Control,2025-01-30
1793,Control,2025-03-23
1794,Test,2025-02-04
1795,Control,2025-02-22
1796,Control,2025-02-08
1797,Test,2025-01-22
1798,Test,2025-03-08
1799,Test,2025-03-11
1800,Control,2025-03-21
1801,Test,2025-03-08
1802,Control,2025-03-16
1803,Control,2025-01-17
1804,Control,2025-01-19
1805,Test,2025-03-01
1806,Test,2025-03-13
1807,Control,2025-03-19
1808,Control,2025-03-31
1809,Test,2025-03-30
1810,Control,2025-02-20
1811,Control,2025-02-17
1812,Test,2025-02-26
1813,Control,2025-01-10
1814,Control,2025-02-01
1815,Test,2025-03-20
1816,Control,2025-03-09
1817,Test,2025-01-28
1818,Test,2025-01-04
1819,Control,2025-03-02
1820,Test,2025-03-18
1821,Control,2025-01-12
1822,Test,2025-01-15
1823,Test,2025-01-29
1824,Test,2025-03-28
1825,Test,2025-01-13
1826,Test,2025-02-07
1827,Test,2025-02-27
1828,Control,2025-02-04
1829,Test,2025-02-09
1830,Control,2025-03-17
1831,Test,2025-01-05
1832,Control,2025-01-02
1833,Control,2025-01-30
1834,Control,2025-01-10
1835,Control,2025-03-14
1836,Control,2025-03-22
1837,Control,2025-02-07
1838,Control,2025-02-28
1839,Control,2025-02-04
1840,Control,2025-03-12
1841,Test,2025-01-12
1842,Test,2025-02-11
1843,Test,2025-02-18
1844,Control,2025-03-08
1845,Control,2025-02-02
1846,Control,2025-01-13
1847,Test,2025-03-16
1848,Control,2025-01-20
1849,Test,2025-02-02
1850,Control,2025-02-03
1851,Control,2025-02-19
1852,Test,2025-02-19
1853,Control,2025-01-09
1854,Control,2025-01-07
1855,Test,2025-01-09
1856,Control,2025-01-26
1857,Test,2025-01-02
1858,Control,2025-01-05
1859,Test,2025-03-07
1860,Test,2025-01-10
1861,Control,2025-01-31
1862,Test,2025-02-02
1863,Control,2025-01-06
1864,Control,2025-01-14
1865,Test,2025-03-19
1866,Test,2025-01-15
1867,Test,2025-03-22
1868,Test,2025-02-12
1869,Control,2025-03-20
1870,Test,2025-01-20
1871,Test,2025-01-21
1872,Test,2025-03-05
1873,Control,2025-01-29
1874,Test,2025-02-28
1875,Test,2025-03-14
1876,Test,2025-03-05
1877,Control,2025-02-13
1878,Test,2025-02-03
1879,Test,2025-02-16
1880,Control,2025-01-09
1881,Test,2025-03-01
1882,Test,2025-01-30
1883,Test,2025-01-17
1884,Test,2025-02-21
1885,Control,2025-02-28
1886,Test,2025-01-04
1887,Control,2025-02-09
1888,Control,2025-01-07
1889,Test,2025-02-07
1890,Control,2025-02-01
1891,Test,2025-03-10
1892,Test,2025-03-08
1893,Test,2025-02-25
1894,Control,2025-01-20
1895,Control,2025-03-05
1896,Control,2025-01-17
1897,Control,2025-01-16
1898,Test,2025-01-11
1899,Test,2025-01-13
1900,Test,2025-01-18
1901,Test,2025-01-14
1902,Test,2025-02-03
1903,Test,2025-03-17
1904,Control,2025-03-27
1905,Test,2025-03-26
1906,Control,2025-01-26
1907,Test,2025-02-11
1908,Control,2025-03-02
1909,Test,2025-02-08
1910,Control,2025-01-02
1911,Control,2025-02-26
1912,Test,2025-02-19
1913,Control,2025-01-16
1914,Control,2025-03-03
1915,Control,2025-01-11
1916,Control,2025-03-24
1917,Test,2025-03-04
1918,Test,2025-01-30
1919,Test,2025-02-23
1920,Control,2025-03-12
1921,Control,2025-01-27
1922,Test,2025-03-27
1923,Control,2025-03-05
1924,Control,2025-03-22
1925,Test,2025-03-20
1926,Test,2025-01-09
1927,Control,2025-03-17
1928,Control,2025-03-13
1929,Test,2025-01-02
1930,Control,2025-02-18
1931,Test,2025-02-17
1932,Test,2025-02-24
1933,Test,2025-03-21
1934,Control,2025-03-08
1935,Control,2025-01-31
1936,Test,2025-01-26
1937,Control,2025-03-07
1938,Control,2025-01-30
1939,Control,2025-03-18
1940,Control,2025-03-19
1941,Test,2025-01-01
1942,Test,2025-03-11
1943,Test,2025-01-22
1944,Test,2025-03-16
1945,Control,2025-03-28
1946,Test,2025-02-23
1947,Control,2025-01-14
1948,Control,2025-01-14
1949,Control,2025-03-25
1950,Test,2025-03-12
1951,Control,2025-01-19
1952,Test,2025-01-26
1953,Test,2025-02-28
1954,Control,2025-01-22
1955,Control,2025-01-06
1956,Test,2025-03-04
1957,Test,2025-03-18
1958,Test,2025-03-15
1959,Control,2025-02-23
1960,Control,2025-01-19
1961,Control,2025-01-10
1962,Control,2025-02-06
1963,Control,2025-03-18
1964,Test,2025-01-17
1965,Control,2025-02-24
1966,Test,2025-01-05
1967,Control,2025-01-21
1968,Control,2025-02-08
1969,Control,2025-01-20
1970,Control,2025-03-12
1971,Test,2025-01-15
1972,Control,2025-03-20
1973,Test,2025-02-22
1974,Test,2025-03-28
1975,Test,2025-02-02
1976,Test,2025-02-13
1977,Test,2025-03-07
1978,Control,2025-02-19
1979,Test,2025-02-01
1980,Test,2025-03-20
1981,Control,2025-03-12
1982,Test,2025-03-14
1983,Test,2025-02-24
1984,Test,2025-01-28
1985,Control,2025-03-27
1986,Control,2025-01-03
1987,Control,2025-02-22
1988,Test,2025-02-11
1989,Control,2025-01-02
1990,Control,2025-01-22
1991,Control,2025-01-25
1992,Control,2025-03-30
1993,Control,2025-02-01
1994,Test,2025-01-07
1995,Test,2025-03-03
1996,Control,2025-01-31
1997,Test,2025-03-04
1998,Test,2025-02-06
1999,Control,2025-03-09
2000,Test,2025-03-20
2001,Control,2025-01-09
2002,Test,2025-03-11
2003,Test,2025-02-15
2004,Test,2025-02-03
2005,Control,2025-03-01
2006,Test,2025-01-13
2007,Test,2025-02-05
2008,Test,2025-03-27
2009,Test,2025-02-17
2010,Test,2025-03-16
2011,Control,2025-01-06
2012,Control,2025-01-05
2013,Test,2025-03-06
2014,Test,2025-02-19
2015,Control,2025-03-15
2016,Control,2025-03-15
2017,Control,2025-01-24
2018,Test,2025-01-07
2019,Test,2025-03-27
2020,Test,2025-02-27
2021,Control,2025-01-21
2022,Control,2025-03-27
2023,Test,2025-02-02
2024,Control,2025-02-13
2025,Control,2025-01-25
2026,Test,2025-03-21
2027,Test,2025-01-15
2028,Control,2025-01-29
2029,Test,2025-03-24
2030,Control,2025-02-21
2031,Control,2025-01-17
2032,Control,2025-03-31
2033,Test,2025-02-05
2034,Control,2025-02-04
2035,Test,2025-02-09
2036,Control,2025-01-23
2037,Control,2025-03-14
2038,Control,2025-02-03
2039,Test,2025-02-27
2040,Test,2025-03-23
2041,Test,2025-03-21
2042,Test,2025-03-02
2043,Test,2025-01-28
2044,Test,2025-03-01
2045,Test,2025-02-01
2046,Test,2025-02-27
